商品,类型,物料名称,物料编码,消耗数量,单位,物料单价,行成本,适用渠道,ERPNext新单价,基价(两位),适用税率%,ERP_UOM,基价(原始)
自然Pop套餐2,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
自然Pop套餐2,combo,沙拉酱,SA02001,15.0,g,0.06741,1.01115,通用,0.06741,0.06,7.0,g,0.06
自然Pop套餐2,combo,辣味粉,SE05002,10.0,g,0.146055,1.46055,通用,0.146055,0.13,7.0,g,0.13
自然Pop套餐2,combo,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
自然Pop套餐2,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
自然Pop套餐2,combo,汉堡面包,DR01001,1.0,pc,5.246745000000001,5.246745000000001,通用,5.246745000000001,4.67,7.0,pc,4.67
自然Pop套餐2,combo,无骨方腿腿肉汉堡用,FR01001,1.0,pc,18.9,18.9,通用,18.9,18.0,0.0,pc,18.0
自然Pop套餐2,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
自然Pop套餐2,combo,辣椒酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
自然Pop套餐2,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
自然Pop套餐2,combo,生菜,VE00004,15.0,g,0.08715,1.30725,通用,0.08715,0.08,0.0,g,0.083
自然Pop套餐3,combo,500PP杯（U型）,PA99015,1.0,pc,1.03362,1.03362,通用,1.03362,0.92,7.0,pc,0.92
自然Pop套餐3,combo,酸芒果味粉,BE02003,12.0,g,0.2584050000000001,3.1008600000000013,通用,0.2584050000000001,0.23,7.0,g,0.23
自然Pop套餐3,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
自然Pop套餐3,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
自然Pop套餐3,combo,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
自然Pop套餐3,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
自然Pop套餐3,combo,腌泡粉,SE01001,10.0,g,0.101115,1.01115,通用,0.101115,0.09,7.0,g,0.09
自然Pop套餐3,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
自然Pop套餐3,combo,辣椒酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
自然Pop套餐3,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
自然Pop套餐3,combo,手枪腿,FR01002,1.0,pc,15.2775,15.2775,通用,15.2775,14.55,0.0,pc,14.55
自然Pop套餐4,combo,500PP杯（U型）,PA99015,1.0,pc,1.03362,1.03362,通用,1.03362,0.92,7.0,pc,0.92
自然Pop套餐4,combo,酸芒果味粉,BE02003,12.0,g,0.2584050000000001,3.1008600000000013,通用,0.2584050000000001,0.23,7.0,g,0.23
自然Pop套餐4,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
自然Pop套餐4,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
自然Pop套餐4,combo,肉丁（原味米花）,CK02004,12.0,pc,1.292025,15.5043,通用,1.292025,1.15,7.0,pc,1.15
自然Pop套餐4,combo,鸡米花盒,PA99003,1.0,pc,0.65163,0.65163,通用,0.65163,0.58,7.0,pc,0.58
自然Pop套餐4,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
自然Pop套餐4,combo,辣椒酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
自然Pop套餐4,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
自然Pop套餐4,combo,沙拉酱,SA02001,15.0,g,0.06741,1.01115,通用,0.06741,0.06,7.0,g,0.06
自然Pop套餐4,combo,辣味粉,SE05002,10.0,g,0.146055,1.46055,通用,0.146055,0.13,7.0,g,0.13
自然Pop套餐4,combo,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
自然Pop套餐4,combo,无骨方腿腿肉汉堡用,FR01001,1.0,pc,18.9,18.9,通用,18.9,18.0,0.0,pc,18.0
自然Pop套餐4,combo,汉堡面包,DR01001,1.0,pc,5.246745000000001,5.246745000000001,通用,5.246745000000001,4.67,7.0,pc,4.67
自然Pop套餐4,combo,炸鸡炸粉,DR02002,15.0,g,0.0183504996255,0.27525749438249997,通用,0.0183504996255,0.02,7.0,g,0.016333333
自然Pop套餐4,combo,生菜,VE00004,15.0,g,0.08715,1.30725,通用,0.08715,0.08,0.0,g,0.083
自然Pop套餐5,combo,酸芒果味粉,BE02003,12.0,g,0.2584050000000001,3.1008600000000013,通用,0.2584050000000001,0.23,7.0,g,0.23
自然Pop套餐5,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
自然Pop套餐5,combo,500PP杯（U型）,PA99015,1.0,pc,1.03362,1.03362,通用,1.03362,0.92,7.0,pc,0.92
自然Pop套餐5,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
自然Pop套餐5,combo,沙拉酱,SA02001,15.0,g,0.06741,1.01115,通用,0.06741,0.06,7.0,g,0.06
自然Pop套餐5,combo,辣味粉,SE05002,10.0,g,0.146055,1.46055,通用,0.146055,0.13,7.0,g,0.13
自然Pop套餐5,combo,五合一汉堡纸,PA99017,1.0,pc,0.24717,0.24717,通用,0.24717,0.22,7.0,pc,0.22
自然Pop套餐5,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
自然Pop套餐5,combo,无骨方腿腿肉汉堡用,FR01001,1.0,pc,18.9,18.9,通用,18.9,18.0,0.0,pc,18.0
自然Pop套餐5,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
自然Pop套餐5,combo,辣椒酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
自然Pop套餐5,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
自然Pop套餐5,combo,生菜,VE00004,15.0,g,0.08715,1.30725,通用,0.08715,0.08,0.0,g,0.083
自然Pop套餐5,combo,65oz 桶(含盖),PA99004,1.0,pc,3.134565,3.134565,通用,3.134565,2.79,7.0,pc,2.79
自然Pop套餐5,combo,翅根,FR01004,8.0,pc,4.7108103,37.6864824,通用,4.7108103,4.49,0.0,pc,4.486486
自然Pop套餐6,combo,500PP杯（U型）,PA99015,1.0,pc,1.03362,1.03362,通用,1.03362,0.92,7.0,pc,0.92
自然Pop套餐6,combo,PLA尖头吸管,PA99024,1.0,pc,0.213465,0.213465,通用,0.213465,0.19,7.0,pc,0.19
自然Pop套餐6,combo,哑光塑料封口膜,PA99027,1.0,pc,0.08988000000000002,0.08988000000000002,外卖,0.08988000000000002,0.08,7.0,pc,0.08
自然Pop套餐6,combo,沙拉酱,SA02001,30.0,g,0.06741,2.0223,通用,0.06741,0.06,7.0,g,0.06
自然Pop套餐6,combo,五合一汉堡纸,PA99017,2.0,pc,0.24717,0.49434,通用,0.24717,0.22,7.0,pc,0.22
自然Pop套餐6,combo,8寸面饼,FR03001,1.0,pc,6.972429765,6.972429765,通用,6.972429765,6.21,7.0,pc,6.20599
自然Pop套餐6,combo,番茄酱（大包）,SA01009,10.0,g,0.02595285,0.2595285,堂食,0.02595285,0.02,7.0,g,0.0231
自然Pop套餐6,combo,酸芒果味粉,BE02003,12.0,g,0.2584050000000001,3.1008600000000013,通用,0.2584050000000001,0.23,7.0,g,0.23
自然Pop套餐6,combo,生菜,VE00004,30.0,g,0.08715,2.6145,通用,0.08715,0.08,0.0,g,0.083
自然Pop套餐6,combo,辣味粉,SE05002,10.0,g,0.146055,1.46055,通用,0.146055,0.13,7.0,g,0.13
自然Pop套餐6,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
自然Pop套餐6,combo,无骨方腿腿肉汉堡用,FR01001,2.0,pc,18.9,37.8,通用,18.9,18.0,0.0,pc,18.0
自然Pop套餐6,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
自然Pop套餐6,combo,辣椒酱（大包）,SA01008,10.0,g,0.02247,0.2247,堂食,0.02247,0.02,7.0,g,0.02
自然Pop套餐6,combo,中薯盒,PA99006,1.0,pc,0.6179250000000002,0.6179250000000002,通用,0.6179250000000002,0.55,7.0,pc,0.55
自然Pop套餐6,combo,薯条细款7mm,FR02001,150.0,g,0.05617500000000001,8.426250000000001,通用,0.05617500000000001,0.05,7.0,g,0.05
自然Pop套餐6,combo,盐,DR06002,1.0,g,0.011235,0.011235,通用,0.011235,0.01,7.0,g,0.01
自然Pop套餐6,combo,翅根,FR01004,2.0,pc,4.7108103,9.4216206,通用,4.7108103,4.49,0.0,pc,4.486486
芒果聖代,single,冰淇淋预伴粉香草,DE03002,20.0,g,0.213465,4.269299999999999,通用,0.213465,0.19,7.0,g,0.19
芒果聖代,single,冰淇凌杯,PA01003,1.0,pc,1.157205,1.157205,通用,1.157205,1.03,7.0,pc,1.03
芒果聖代,single,巧克力配料（圣代）,DE03004,30.0,g,0.1584135,4.752405,通用,0.1584135,0.14,7.0,g,0.141
芝士鸡肉球,single,鸡肉芝士球,FR01016,5.0,pc,3.28062,16.4031,通用,3.28062,2.92,7.0,pc,2.92
芝士鸡肉球,single,J起酥油,DR02001,25.0,g,0.04954635,1.2386587500000001,通用,0.04954635,0.04,7.0,g,0.0441
芝士鸡肉球,single,鸡米花盒,PA99003,1.0,pc,0.65163,0.65163,通用,0.65163,0.58,7.0,pc,0.58
芝士鸡肉球,single,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
芝士鸡肉球,single,辣椒酱（小包）,SA01010,1.0,pc,0.47187,0.47187,外卖,0.47187,0.42,7.0,pc,0.42
芝士鸡肉球,single,番茄酱（大包）,SA01009,5.0,g,0.02595285,0.12976425,堂食,0.02595285,0.02,7.0,g,0.0231
芝士鸡肉球,single,甜辣酱（大包）,SA01001,5.0,g,0.033705,0.16852499999999998,堂食,0.033705,0.03,7.0,g,0.03
茶点二件套（旧）,combo,4#全鸡袋,PA99008,1.0,pc,0.6066900000000001,0.6066900000000001,通用,0.6066900000000001,0.54,7.0,pc,0.54
茶点二件套（旧）,combo,翅中,FR01005,1.0,pc,4.61311515,4.61311515,通用,4.61311515,4.39,0.0,pc,4.393443
茶点二件套（旧）,combo,辣味粉,SE05002,10.0,g,0.146055,1.46055,通用,0.146055,0.13,7.0,g,0.13
茶点二件套（旧）,combo,起酥油,DR02001,10.0,g,0.04954635,0.49546350000000006,通用,0.04954635,0.04,7.0,g,0.0441
茶点二件套（旧）,combo,翅根,FR01004,1.0,pc,4.7108103,4.7108103,通用,4.7108103,4.49,0.0,pc,4.486486
茶点二件套（旧）,combo,打包袋 (小号),PA99018,2.0,pc,0.3595200000000001,0.7190400000000002,外卖,0.3595200000000001,0.32,7.0,pc,0.32
茶点二件套（旧）,combo,炸鸡炸粉,DR02002,10.0,g,0.0183504996255,0.183504996255,通用,0.0183504996255,0.02,7.0,g,0.016333333
茶点二件套（旧）,combo,肉丁（原味米花）,CK02004,12.0,pc,1.292025,15.5043,通用,1.292025,1.15,7.0,pc,1.15
茶点二件套（旧）,combo,鸡米花盒,PA99003,1.0,pc,0.65163,0.65163,通用,0.65163,0.58,7.0,pc,0.58
茶点二件套（旧）,combo,番茄酱（小包）,SA01013,1.0,pc,0.42693,0.42693,外卖,0.42693,0.38,7.0,pc,0.38
